paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P065,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,650,81.47,thermal,0.5,1.34,1.61,"Combined silica, alumina and ferric-oxides: 84.42",1.22,1.46,0.32,,81.47,650,0.08,2.06,4.92,,Manganese Oxide (MnO): 0.03,,650.0,15.0,7.0,12.8
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,15.0,7.0,17.8
P068,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,Incineration in ferrocement furnace followed by grinding in Los Angeles machine,"Flame kept for ~1 h, smoldering for ~24 h, settling inside furnace for 24 h",75.24,,0.35,2.24,2.18,,2.42,2.28,1.72,,,,0.86,,12.99,,,,,15.0,7.0,43.61
P075,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,controlled,"Temperature increasing gradually from 20°C/min up to 600°C/min for six hours, then allowed to cool at room temperature",92.76,thermal,0.55,1.98,0.79,,3.85,,0.22,,,Temperature increasing gradually from 20°C/min up to 600°C/min for 6 hours,0.4,2.12,,,,,600.0,15.0,7.0,23.72
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,14.0,10.0
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,14.0,19.778
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,14.0,20.11
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,15.0,14.0,12.55
P049,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk from Sakrand region,controlled,Sieved through #30 sieves,,both,,,,,,,,Sieving through #30 sieves,,Uncontrolled temperature burning; sieved through #30 sieves,,,,,,,,15.0,14.0,25.6
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,15.0,14.0,25.5
P075,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,controlled,"Temperature increasing gradually from 20°C/min up to 600°C/min for six hours, then allowed to cool at room temperature",92.76,thermal,0.55,1.98,0.79,,3.85,,0.22,,,Temperature increasing gradually from 20°C/min up to 600°C/min for 6 hours,0.4,2.12,,,,,600.0,15.0,14.0,32.85
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,21.0,14.05
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,21.0,22.5
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,21.0,23.0
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,15.0,28.0,47.5
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,28.0,34.4
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,28.0,36.3
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,15.0,28.0,42.7
P014,15,15.0,15.0,Rice husk ash (RHA),Rice husk,Thermal combustion / burning,"Temperature: 700, Duration: 6, Heating rate: 10",91.645,mechanical,0.49,0.355,0.2425,high,0.4575,0.6425,2.04625,Laboratory ball mill grinding,,"Porcelain mill (14×23.5 cm), 150 g RHA batch, Porcelain balls (Ø30 mm: 20 pcs, Ø20 mm: 40 pcs, Ø10 mm: 300 pcs), Speed: 76 rev/min",0.0975,1.96,4.355,Quartz mineral group,,"Amorphous silica, quartz mineral group",700.0,15.0,28.0,31.8
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,15.0,28.0,43.18
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,15.0,28.0,50.46
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,15.0,28.0,32.1
P020,"15, 25",15.0,25.0,"Natural RHA (NRHA), Grinded RHA (GRHA), Residual RHA",Rice husk / Open field burning residual RHA,uncontrolled,Ball mill grinding for 1 hour (for GRHA),94.94,mechanical,0.55,0.49,0.345,Important pozzolanic capacity (GRHA) / Pozzolanic contribution observed,1.285,0.425,1.425,Laboratory ball mill grinding (GRHA) / Aggregate-interparticle grinding during mixing (NRHA),,1 hour in laboratory ball mill (GRHA) / 2 to 8 minutes mixing with coarse aggregates (NRHA),0.1,,0.38,"Vitreous material, Cristobalite",,Cristobalite,,15.0,28.0,33.3
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,28.0,18.65
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,28.0,23.8
P024,15,15.0,15.0,Rice Husk Ash (RHA),Rice Husk,Combustion and Grinding,Combustion temperature < 700 °C,80.05,mechanical,0.516667,0.54,,high,0.705,0.985,1.32,Ball or hammer mills grinding,-2.5,,0.795,2.11,,,P2O5: 0.01-2.69; SiO3: 0.1-1.23; Carbon: 2.71-6.42,Amorphous silica,,15.0,28.0,24.5
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,15.0,28.0,33.0
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,15.0,28.0,18.7
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,15.0,28.0,35.3
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,15.0,28.0,38.5
P049,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk from Sakrand region,controlled,Sieved through #30 sieves,,both,,,,,,,,Sieving through #30 sieves,,Uncontrolled temperature burning; sieved through #30 sieves,,,,,,,,15.0,28.0,30.4
P050,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk / Paddy,Burning of husk in boiler or ferrocement furnace,Temperature around 500800°C for 24 hours; air ducts provided to control temperature and reduce carbon content,85.0,thermal,0.4,,,"Pozzolanic behavior depends upon silica crystallization phase, silica content, size, and surface area of ash",,,,,85.0,"Controlled burning at 500800°C for 24 hours, cooled to ~52°C after 24 hours and ~25°C after 48 hours",,2.3,,,,,650.0,15.0,28.0,38.85
P051,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice Husk (RH),controlled,12kgs of RH loaded per batch; 20% recovered as RHA; RH laid flat 2-3cm thick on 28 ceramic hearth plates,93.47,both,,1.08,0.92,high,0.87,3.18,,Ball milling using a Los Angeles machine,,Free air supply through 4 holes during burning; slow cooling for 6-8 hours with furnace door ajar,,,,Amorphous,Titanium oxide (TiO2): 0.04,,500.0,15.0,28.0,35.576
P057,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk,Burning / Incineration,Burning temperature below 1440,91.432222,,,0.402222,1.007778,Active pozzolanic material,0.83,0.4375,2.154444,,,,0.111429,,5.17,,P2O5: ND; 0.48; ND; ND; 0.67; ND; 0.8; 2.43; ND TiO2: ND; 0.17; ND; ND; ND; ND; ND; ND; 0.16,,,15.0,28.0,38.85
P062,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice husk ash (RHA),Rice husk,Charring in a ferrocation oven or boilers with air pipes/electrical ventilators,"Burned at about 50°-800°C for 24 h, around 52°C after 24 h, and around 25°C after 48 h",86.94,,0.39,0.1,0.2,high,1.25,0.4,2.225,,,,0.45,2.3,,,,Non crystalline,,15.0,28.0,38.6
P066,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice husk ash,Rice husk / Paddy grains,Blazing,,87.5,,0.4,,,,,,,,87.5,,,,,,,,,15.0,28.0,28.0
P068,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,Incineration in ferrocement furnace followed by grinding in Los Angeles machine,"Flame kept for ~1 h, smoldering for ~24 h, settling inside furnace for 24 h",75.24,,0.35,2.24,2.18,,2.42,2.28,1.72,,,,0.86,,12.99,,,,,15.0,28.0,63.95
P075,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,controlled,"Temperature increasing gradually from 20°C/min up to 600°C/min for six hours, then allowed to cool at room temperature",92.76,thermal,0.55,1.98,0.79,,3.85,,0.22,,,Temperature increasing gradually from 20°C/min up to 600°C/min for 6 hours,0.4,2.12,,,,,600.0,15.0,28.0,37.12
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,28.0,30.8
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,28.0,37.5
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,28.0,44.6
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,15.0,56.0,56.0
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,56.0,38.6
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,56.0,40.7
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,15.0,56.0,39.9
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,15.0,56.0,44.0
P068,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,Incineration in ferrocement furnace followed by grinding in Los Angeles machine,"Flame kept for ~1 h, smoldering for ~24 h, settling inside furnace for 24 h",75.24,,0.35,2.24,2.18,,2.42,2.28,1.72,,,,0.86,,12.99,,,,,15.0,56.0,65.35
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,56.0,36.3
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,56.0,41.9
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,56.0,54.4
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,15.0,90.0,58.4
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,90.0,41.1
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,90.0,42.7
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,15.0,90.0,37.9
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,15.0,90.0,45.04
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,15.0,90.0,52.5
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,15.0,90.0,42.5
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,90.0,45.3
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,90.0,51.7
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,90.0,61.0
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,120.0,50.2
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,120.0,59.0
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,15.0,120.0,68.0
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,180.0,43.5
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,15.0,180.0,45.0
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,15.0,270.0,46.4
P017,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk,controlled,Temperature in the range of 650°C,90.9,mechanical,0.53,0.6,0.83,,0.8,0.56,,Laboratory batch 2ball mill,,Ground in laboratory batch 2ball mill; passing through sieve No. 325 (sieve opening 45 µm),,,,"Amorphous silica, Cristobalite, Tridymite, Quartz",Na?O + K?O: 1.55,,,15.0,360.0,47.5
