paper_id,Paper Title,Mix ID,Replacement Level,Activation Method,Key Processing Parameters,Reported Strength
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R1-600-30,30%,Thermal,Heated at 600 °C for 2 h,~38.3 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R1-800-30,30%,Thermal,Heated at 800 °C for 2 h,~40.7 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-RT-10,10%,Untreated (RT),"2-times recycled RCP, Untreated",~52.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-200-10,10%,Thermal,Heated at 200 °C for 2 h,~50.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-400-10,10%,Thermal,Heated at 400 °C for 2 h,~50.9 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-600-10,10%,Thermal,Heated at 600 °C for 2 h,~52.5 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-800-10,10%,Thermal,Heated at 800 °C for 2 h,~53.6 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-RT-20,20%,Untreated (RT),"2-times recycled RCP, Untreated",~38.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-200-20,20%,Thermal,Heated at 200 °C for 2 h,~38.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-400-20,20%,Thermal,Heated at 400 °C for 2 h,~38.6 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-600-20,20%,Thermal,Heated at 600 °C for 2 h,~40.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-800-20,20%,Thermal,Heated at 800 °C for 2 h,~43.5 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-RT-30,30%,Untreated (RT),"2-times recycled RCP, Untreated",~34.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-200-30,30%,Thermal,Heated at 200 °C for 2 h,~33.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-400-30,30%,Thermal,Heated at 400 °C for 2 h,~34.3 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-600-30,30%,Thermal,Heated at 600 °C for 2 h,~37.0 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R2-800-30,30%,Thermal,Heated at 800 °C for 2 h,~40.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-RT-10,10%,Untreated (RT),"3-times recycled RCP, Untreated",~50.5 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-200-10,10%,Thermal,Heated at 200 °C for 2 h,~49.4 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-400-10,10%,Thermal,Heated at 400 °C for 2 h,~48.6 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-600-10,10%,Thermal,Heated at 600 °C for 2 h,~50.2 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-800-10,10%,Thermal,Heated at 800 °C for 2 h,~52.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-RT-20,20%,Untreated (RT),"3-times recycled RCP, Untreated",~34.3 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-200-20,20%,Thermal,Heated at 200 °C for 2 h,~33.6 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-400-20,20%,Thermal,Heated at 400 °C for 2 h,~33.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-600-20,20%,Thermal,Heated at 600 °C for 2 h,~36.2 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-800-20,20%,Thermal,Heated at 800 °C for 2 h,~40.8 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-RT-30,30%,Untreated (RT),"3-times recycled RCP, Untreated",~30.0 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-200-30,30%,Thermal,Heated at 200 °C for 2 h,~30.2 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-400-30,30%,Thermal,Heated at 400 °C for 2 h,~31.0 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-600-30,30%,Thermal,Heated at 600 °C for 2 h,~33.1 MPa (Compressive)
69,Thermal activation of multi-recycled concrete powder as supplementary cementitious material for repeated and waste-free recycling,R3-800-30,30%,Thermal,Heated at 800 °C for 2 h,~35.0 MPa (Compressive)
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,Ref,0%,,Standard mortar without RCP; w/b = 0.5,Compressive: 53.8 MPa; Flexural: 10.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-RT-10,10%,Untreated (RT),RCP1; Non-treated (23°C),Compressive: ~53.7 MPa; Flexural: ~9.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-200-10,10%,Thermal Treatment,"RCP1; 200°C, 2h",Compressive: ~51.8 MPa; Flexural: ~9.1 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-400-10,10%,Thermal Treatment,"RCP1; 400°C, 2h",Compressive: ~51.8 MPa; Flexural: ~9.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-600-10,10%,Thermal Treatment,"RCP1; 600°C, 2h",Compressive: ~55.1 MPa; Flexural: ~9.9 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-800-10,10%,Thermal Treatment,"RCP1; 800°C, 2h",Compressive: ~55.5 MPa; Flexural: ~10.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-RT-20,20%,Untreated (RT),RCP1; Non-treated (23°C),Compressive: ~41.5 MPa; Flexural: ~8.8 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-200-20,20%,Thermal Treatment,"RCP1; 200°C, 2h",Compressive: ~39.8 MPa; Flexural: ~8.1 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-400-20,20%,Thermal Treatment,"RCP1; 400°C, 2h",Compressive: ~42.3 MPa; Flexural: ~8.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-600-20,20%,Thermal Treatment,"RCP1; 600°C, 2h",Compressive: ~45.1 MPa; Flexural: ~9.3 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-800-20,20%,Thermal Treatment,"RCP1; 800°C, 2h",Compressive: ~47.0 MPa; Flexural: ~9.8 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-RT-30,30%,Untreated (RT),RCP1; Non-treated (23°C),Compressive: ~35.3 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-200-30,30%,Thermal Treatment,"RCP1; 200°C, 2h",Compressive: ~35.2 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-400-30,30%,Thermal Treatment,"RCP1; 400°C, 2h",Compressive: ~36.0 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-600-30,30%,Thermal Treatment,"RCP1; 600°C, 2h",Compressive: ~38.3 MPa; Flexural: ~8.4 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R1-800-30,30%,Thermal Treatment,"RCP1; 800°C, 2h",Compressive: ~40.6 MPa; Flexural: ~8.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-RT-10,10%,Untreated (RT),RCP2; Non-treated (23°C),Compressive: ~51.9 MPa; Flexural: ~8.9 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-200-10,10%,Thermal Treatment,"RCP2; 200°C, 2h",Compressive: ~50.8 MPa; Flexural: ~8.9 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-400-10,10%,Thermal Treatment,"RCP2; 400°C, 2h",Compressive: ~50.8 MPa; Flexural: ~8.9 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-600-10,10%,Thermal Treatment,"RCP2; 600°C, 2h",Compressive: ~52.8 MPa; Flexural: ~9.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-800-10,10%,Thermal Treatment,"RCP2; 800°C, 2h",Compressive: ~53.8 MPa; Flexural: ~9.8 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-RT-20,20%,Untreated (RT),RCP2; Non-treated (23°C),Compressive: ~38.6 MPa; Flexural: ~8.0 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-200-20,20%,Thermal Treatment,"RCP2; 200°C, 2h",Compressive: ~38.1 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-400-20,20%,Thermal Treatment,"RCP2; 400°C, 2h",Compressive: ~38.1 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-600-20,20%,Thermal Treatment,"RCP2; 600°C, 2h",Compressive: ~40.3 MPa; Flexural: ~8.8 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-800-20,20%,Thermal Treatment,"RCP2; 800°C, 2h",Compressive: ~43.6 MPa; Flexural: ~9.3 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-RT-30,30%,Untreated (RT),RCP2; Non-treated (23°C),Compressive: ~33.9 MPa; Flexural: ~8.0 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-200-30,30%,Thermal Treatment,"RCP2; 200°C, 2h",Compressive: ~34.0 MPa; Flexural: ~8.0 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-400-30,30%,Thermal Treatment,"RCP2; 400°C, 2h",Compressive: ~34.1 MPa; Flexural: ~8.0 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-600-30,30%,Thermal Treatment,"RCP2; 600°C, 2h",Compressive: ~37.1 MPa; Flexural: ~8.3 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R2-800-30,30%,Thermal Treatment,"RCP2; 800°C, 2h",Compressive: ~40.2 MPa; Flexural: ~8.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-RT-10,10%,Untreated (RT),RCP3; Non-treated (23°C),Compressive: ~50.3 MPa; Flexural: ~8.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-200-10,10%,Thermal Treatment,"RCP3; 200°C, 2h",Compressive: ~49.4 MPa; Flexural: ~8.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-400-10,10%,Thermal Treatment,"RCP3; 400°C, 2h",Compressive: ~48.2 MPa; Flexural: ~8.5 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-600-10,10%,Thermal Treatment,"RCP3; 600°C, 2h",Compressive: ~50.1 MPa; Flexural: ~9.4 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-800-10,10%,Thermal Treatment,"RCP3; 800°C, 2h",Compressive: ~52.7 MPa; Flexural: ~9.7 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-RT-20,20%,Untreated (RT),RCP3; Non-treated (23°C),Compressive: ~34.2 MPa; Flexural: ~8.2 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-200-20,20%,Thermal Treatment,"RCP3; 200°C, 2h",Compressive: ~33.8 MPa; Flexural: ~8.3 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-400-20,20%,Thermal Treatment,"RCP3; 400°C, 2h",Compressive: ~33.6 MPa; Flexural: ~8.3 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-600-20,20%,Thermal Treatment,"RCP3; 600°C, 2h",Compressive: ~36.6 MPa; Flexural: ~8.6 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-800-20,20%,Thermal Treatment,"RCP3; 800°C, 2h",Compressive: ~40.8 MPa; Flexural: ~9.1 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-RT-30,30%,Untreated (RT),RCP3; Non-treated (23°C),Compressive: ~30.0 MPa; Flexural: ~7.7 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-200-30,30%,Thermal Treatment,"RCP3; 200°C, 2h",Compressive: ~30.8 MPa; Flexural: ~7.7 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-400-30,30%,Thermal Treatment,"RCP3; 400°C, 2h",Compressive: ~31.0 MPa; Flexural: ~7.7 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-600-30,30%,Thermal Treatment,"RCP3; 600°C, 2h",Compressive: ~33.2 MPa; Flexural: ~8.0 MPa
69,Thermal activation of Multi-Recycled Concrete Powder as Supplementary Cementitious Material for Repeated and waste-free Recycling,R3-800-30,30%,Thermal Treatment,"RCP3; 800°C, 2h",Compressive: ~35.1 MPa; Flexural: ~8.3 MPa
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",PC,0%,Untreated,"Water-to-binder ratio: 0.5, Sand-to-binder ratio: 3:1","7 d: ~33.0 MPa, 28 d: ~45.8 MPa, 60 d: ~48.5 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RCP10,10% RCP,Untreated,"Particle size < 0.15 mm, w/b = 0.5","7 d: ~30.0 MPa, 28 d: ~42.8 MPa, 60 d: ~45.6 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RCP20,20% RCP,Untreated,"Particle size < 0.15 mm, w/b = 0.5","7 d: ~28.6 MPa, 28 d: ~37.7 MPa, 60 d: ~44.1 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RCP30,30% RCP,Untreated,"Particle size < 0.15 mm, w/b = 0.5","7 d: ~26.6 MPa, 28 d: ~33.1 MPa, 60 d: ~38.1 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RMP10,10% RMP,Untreated,"Particle size < 0.075 mm, w/b = 0.5","7 d: ~27.8 MPa, 28 d: ~42.8 MPa, 60 d: ~47.7 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RMP20,20% RMP,Untreated,"Particle size < 0.075 mm, w/b = 0.5","7 d: ~26.2 MPa, 28 d: ~35.7 MPa, 60 d: ~41.7 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RMP30,30% RMP,Untreated,"Particle size < 0.075 mm, w/b = 0.5","7 d: ~24.1 MPa, 28 d: ~32.3 MPa, 60 d: ~37.8 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RFP10,10% RFP,Untreated,"Particle size < 0.045 mm, w/b = 0.5","7 d: ~34.2 MPa, 28 d: ~40.2 MPa, 60 d: ~53.1 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RFP20,20% RFP,Untreated,"Particle size < 0.045 mm, w/b = 0.5","7 d: ~31.3 MPa, 28 d: ~41.2 MPa, 60 d: ~42.6 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",RFP30,30% RFP,Untreated,"Particle size < 0.045 mm, w/b = 0.5","7 d: ~29.5 MPa, 28 d: ~33.9 MPa, 60 d: ~38.6 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",CC30,30% CC,Untreated,"Mineral admixture (Calcium carbonate), w/b = 0.5","7 d: ~22.9 MPa, 28 d: ~32.2 MPa, 60 d: ~36.5 MPa"
70,"Recycled concrete fines as a supplementary cementitious material: Mechanical performances, hydration, and microstructures in cementitious systems",SS30,30% SS,Untreated,"Mineral admixture (Silica sand), w/b = 0.5","7 d: ~24.1 MPa, 28 d: ~31.8 MPa, 60 d: ~39.9 MPa"
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,N-0.40-0,0%,,"W/C = 0.40, SP dosage = 0.50%",7-day: 37.2 MPa; 28-day: 60.6 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,N-0.45-0,0%,,"W/C = 0.45, SP dosage = 0.37%",7-day: 33.5 MPa; 28-day: 52.5 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,N-0.50-0,0%,,"W/C = 0.50, SP dosage = 0.23%",7-day: 28.5 MPa; 28-day: 46.4 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,N-0.55-0,0%,,"W/C = 0.55, SP dosage = 0.10%",7-day: 21.1 MPa; 28-day: 41.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.40-4,4% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.40, SP dosage = 1.00%, WCRP = 103 kg/m³",7-day: 43.4 MPa; 28-day: 69.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.40-8,8% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.40, SP dosage = 1.50%, WCRP = 205 kg/m³",7-day: 46.0 MPa; 28-day: 73.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.40-12,12% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.40, SP dosage = 2.20%, WCRP = 308 kg/m³",7-day: 52.7 MPa; 28-day: 83.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.40-16,16% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.40, SP dosage = 5.50%, WCRP = 411 kg/m³",7-day: 50.8 MPa; 28-day: 80.9 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.45-4,4% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 0.85%, WCRP = 103 kg/m³",7-day: 35.6 MPa; 28-day: 55.1 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.45-8,8% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 1.35%, WCRP = 205 kg/m³",7-day: 38.4 MPa; 28-day: 60.7 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.45-12,12% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 2.00%, WCRP = 308 kg/m³",7-day: 43.8 MPa; 28-day: 70.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.45-16,16% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 3.20%, WCRP = 411 kg/m³",7-day: 41.4 MPa; 28-day: 66.9 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.50-4,4% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.50, SP dosage = 0.70%, WCRP = 103 kg/m³",7-day: 33.3 MPa; 28-day: 50.9 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.50-8,8% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.50, SP dosage = 1.20%, WCRP = 205 kg/m³",7-day: 34.4 MPa; 28-day: 52.0 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.50-12,12% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.50, SP dosage = 1.70%, WCRP = 308 kg/m³",7-day: 39.5 MPa; 28-day: 58.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.50-16,16% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.50, SP dosage = 2.50%, WCRP = 411 kg/m³",7-day: 36.8 MPa; 28-day: 57.5 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.55-4,4% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 0.55%, WCRP = 103 kg/m³",7-day: 24.9 MPa; 28-day: 47.1 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.55-8,8% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 1.05%, WCRP = 205 kg/m³",7-day: 26.8 MPa; 28-day: 49.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.55-12,12% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 1.50%, WCRP = 308 kg/m³",7-day: 27.5 MPa; 28-day: 50.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,P-0.55-16,16% (Paste Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 2.00%, WCRP = 411 kg/m³",7-day: 27.0 MPa; 28-day: 50.0 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.45-4,4% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 1.60%, WCRP = 26 kg/m³",7-day: 30.1 MPa; 28-day: 48.6 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.45-8,8% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 2.25%, WCRP = 52 kg/m³",7-day: 23.9 MPa; 28-day: 39.9 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.45-12,12% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 2.60%, WCRP = 77 kg/m³",7-day: 22.1 MPa; 28-day: 38.4 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.45-16,16% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.45, SP dosage = 2.85%, WCRP = 103 kg/m³",7-day: 21.0 MPa; 28-day: 36.6 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.55-4,4% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 1.30%, WCRP = 23 kg/m³",7-day: 20.3 MPa; 28-day: 40.0 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.55-8,8% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 1.80%, WCRP = 46 kg/m³",7-day: 19.5 MPa; 28-day: 36.9 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.55-12,12% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 2.10%, WCRP = 69 kg/m³",7-day: 17.1 MPa; 28-day: 34.8 MPa
71,Reusing Waste Concrete Recycled Powder in Mortar: Paste Substitution versus Cement Substitution,C-0.55-16,16% (Cement Substitution),Thermal Treatment (Drying) & Ball Mill Grinding,"W/C = 0.55, SP dosage = 2.30%, WCRP = 92 kg/m³",7-day: 15.5 MPa; 28-day: 30.3 MPa
72,Use of carbonated recycled cement paste powder as a new supplementary cementitious material: A critical review,Pure Cement Paste / OPC,0%,,Standard OPC,Control / Baseline
