paper_id,Paper Title,Authors,Journal Name,Publication Year,DOI (Digital Object Identifier),Material Type::Extracted Value,Material Type::Unit,Source Material::Extracted Value,Source Material::Unit,RCF/RCP Processing Method::Extracted Value,RCF/RCP Processing Method::Unit,RCF/RCP Processing Parameters::Extracted Value,RCF/RCP Processing Parameters::Unit,Activation Method::Extracted Value,Activation Method::Unit,Activation Parameters::Extracted Value,Activation Parameters::Unit,Carbonation Conditions::Extracted Value,Carbonation Conditions::Unit,Thermal Treatment Temperature::Extracted Value,Thermal Treatment Temperature::Unit,Thermal Treatment Duration::Extracted Value,Thermal Treatment Duration::Unit,Mechanical Activation Method::Extracted Value,Mechanical Activation Method::Unit,Grinding Duration::Extracted Value,Grinding Duration::Unit,Grinding Speed::Extracted Value,Grinding Speed::Unit,Other Activation Conditions::Extracted Value,Other Activation Conditions::Unit,Water-to-Binder Ratio (w/b)::Extracted Value,Water-to-Binder Ratio (w/b)::Unit,Particle Size Distribution::Extracted Value,Particle Size Distribution::Unit,d10::Extracted Value,d10::Unit,d50::Extracted Value,d50::Unit,d90::Extracted Value,d90::Unit,Mean Particle Size::Extracted Value,Mean Particle Size::Unit,Specific Surface Area::Extracted Value,Specific Surface Area::Unit,BET Surface Area::Extracted Value,BET Surface Area::Unit,Blaine Fineness::Extracted Value,Blaine Fineness::Unit,Water Absorption Capacity::Extracted Value,Water Absorption Capacity::Unit,Specific Gravity::Extracted Value,Specific Gravity::Unit,Bulk Density::Extracted Value,Bulk Density::Unit,SiO2::Extracted Value,SiO2::Unit,CaO::Extracted Value,CaO::Unit,Al2O3::Extracted Value,Al2O3::Unit,Fe2O3::Extracted Value,Fe2O3::Unit,MgO::Extracted Value,MgO::Unit,SO3::Extracted Value,SO3::Unit,Na2O::Extracted Value,Na2O::Unit,K2O::Extracted Value,K2O::Unit,Loss on Ignition (LOI)::Extracted Value,Loss on Ignition (LOI)::Unit,Other Reported Oxides::Extracted Value,Other Reported Oxides::Unit,XRD Phases::Extracted Value,XRD Phases::Unit,Mineral Composition::Extracted Value,Mineral Composition::Unit,Amorphous Content::Extracted Value,Amorphous Content::Unit,Pozzolanic Reactivity::Extracted Value,Pozzolanic Reactivity::Unit,Pozzolanic Activity Index::Extracted Value,Pozzolanic Activity Index::Unit,Strength Activity Index::Extracted Value,Strength Activity Index::Unit,Heat Release Data::Extracted Value,Heat Release Data::Unit,Other Reactivity Indicators::Extracted Value,Other Reactivity Indicators::Unit,Cement Replacement Level(s)::Extracted Value,Cement Replacement Level(s)::Unit,Optimum Replacement Level of Cement with RCF/RCP::Extracted Value,Optimum Replacement Level of Cement with RCF/RCP::Unit,Compressive Strength::Extracted Value,Compressive Strength::Unit,Relative Compressive Strength (% of control if reported)::Extracted Value,Relative Compressive Strength (% of control if reported)::Unit,7-Day Heat Release::Extracted Value,7-Day Heat Release::Unit,Relative Heat Release (% of control if reported)::Extracted Value,Relative Heat Release (% of control if reported)::Unit,Initial Setting Time::Extracted Value,Initial Setting Time::Unit,Final Setting Time::Extracted Value,Final Setting Time::Unit,Flexural Strength::Extracted Value,Flexural Strength::Unit,Relative Flexural Strength (% of control if reported)::Extracted Value,Relative Flexural Strength (% of control if reported)::Unit,Shrinkage::Extracted Value,Shrinkage::Unit,Relative Shrinkage (% of control if reported)::Extracted Value,Relative Shrinkage (% of control if reported)::Unit
44,Influence of fine recycled concrete aggregates use on the hydration kinetics and mechanical-microstructural properties of hydrated cement: Experimental and numerical approaches,"Yassine Abriak, Duc Chinh Chu, Walid Maherzi, Mahfoud Benzerzour, Patrice Rivard",Construction and Building Materials,2023,10.1016/j.conbuildmat.2023.133769,SF fines / SF powder,,"Recycled concrete aggregate (RCAs) collected from a building demolition site in Saint-Ouen, France",,Drying and manual sieving,,Drying temperature: 40°C; Sieve size: < 45 µm,- / µm,,,,,,,,,,,,,,,,,,,"0.40, 0.41, 0.42, 0.43 (for 0%, 10%, 20%, 30% volumetric replacement rates respectively)",,< 45,µm,1.78,µm,14.2,µm,44.7,µm,,,,,100265,cm²/g,,,"Absorbed water rate (W_abs) determined using Sedran method; W_abs = 2.03 g (10% vol), 4.07 g (20% vol), 6.10 g (30% vol) per paste mix",g,Density: 2.33,g/cm³,,,17.08,%,11.39,%,1.89,%,0.57,%,0.53,%,0.40,%,,,0.22,%,67.58,%,TiO2: 0.07,%,"Quartz (SiO_2), calcite (CaCO_3), ettringite (AFt), mono-carboaluminate",,,,,,Chemically inert mineral (did not exhibit pozzolanic activity),,,,,,Measured for 72 h using isothermal conduction calorimetry,,Chemical activity coefficient k = 0,,"By volume: 0%, 10%, 20%, 30%; By mass: 0%, 7.6%, 15.6%, 24.1%",%,10,%,"7 days: Mref: ~82, MSF10: ~74, MSF20: ~54, MSF30: ~51;
28 days: Mref: ~88, MSF10: ~89, MSF20: ~71, MSF30: ~59;
56 days: Mref: ~92, MSF10: ~92, MSF20: ~74, MSF30: ~65",MPa,,,,,,,,,,,,,,,,,,
45,The utilization of recycled concrete powder as supplementary cementitious material in cement-based materials: A systematic literature review,"Joaquin Humberto Aquino Rocha, Romildo Dias Toledo Filho",Journal of Building Engineering,2023,10.1016/j.jobe.2023.107319,"Recycled Concrete Powder (RCP), Recycled Mortar Powder (RMP), Recycled Paste Powder (RPP)",,"Concrete waste from C&DW, laboratory-controlled samples (concrete, mortar, paste)",,"Jaw crusher, roll crusher, ball mill, planetary ball mill, wet grinding, vertical wet grinding mill (VWGM)",,Grinding duration: 5 to 120 min,min,"Mechanical activation (grinding/milling), thermal treatment, carbonation treatment (CO2 treatment), tannic acid (TA) treatment, chemical activation",,"TA solution concentration: 0.1, 0.5, 1%; TA mixing duration: 1 h; Chemical activators: alkalis (CaO, Ca(OH)2) and salts (Na2SO4, CaSO4)",,"Temperatures: 20°C, 60°C, 100°C, 120°C, 140°C; Duration: 30 min",°C / min,300 to 1200,°C,,,"Dry grinding (ball mill, planetary ball mill), wet grinding (vertical wet grinding mill)",,5 to 120,min,,,Chemical activation using Ca(OH)2 and CaSO4 in a 1:1 ratio,,,,Granulometry < 150 µm or < 0.075 mm,µm / mm,,,0.249 to 125 (average: 23),µm,,,23 (or D50 > 75),µm,170 to 860 (average: 504.80),m²/kg,,,,,,,,,,,37.38,%,36.86,%,6.03,%,4.06,%,2.50,%,1.80,%,0.80,%,,,13.41,%,"MnO, TiO2, SrO",%,"Quartz (SiO2), calcite (CaCO3), dolomite (CaMg(CO3)2), portlandite (CH), ettringite (AFt), C-S-H, gismondine, Phillipsite-Ca, monocarboaluminate, tobermorite, monocarbonate (Mc), hemicarbonate (Hc), C2S, C3S, C4AF, albite (NaAlSi3O8), aragonite, vaterite",,"Crystalline and amorphous states, hydration products, unhydrated cement particles, calcite, quartz, dolomite",,Crystalline to amorphous conversion during wet grinding; amorphous SiO2 and Al2O3,,Fe2O3 + Al2O3 + SiO2 > 70% requirement met in several studies,%,,,"45.88 to 107 (varies with D50, treatment, and standard)",%,Cumulative heat release varies; early hydration heat release promoted at <30% replacement or fine particle size,,"Ca(OH)2 consumption, chemical activity index via GB/T2847-2005 and BS EN 196-5:2011",,"2 to 90 (commonly evaluated up to 30, 40, 50)",%,<20% to 30%,%,"Varies depending on mix, replacement, age, and treatment (e.g., 3.91% reduction at 30% RCP at 28 days)",MPa / % relative,"-80 to +20 (graph-derived depending on age, treatment, and replacement level)",%,Varies; early heat release promoted for low RCP contents (5-10%) and fine particles,J/g or % relative,-80 to +180 (graph-derived from Fig. 20),%,"Reduced for <40% RCP (e.g., 5 min variation); prolonged for >40% or coarse RCP",min / % relative,Accelerated for fine/carbonated RCP; prolonged for >40% RCP or coarse RCP,min / % relative,"Reduced with increasing RCP replacement, minor loss at <20-30%",MPa / % relative,,,Increases with higher RCP contents due to high water absorption and porosity,µm/m / % relative,,
46,Mechanical properties evaluation of sustainable engineered cementitious composites containing recycled fine powders,"Zhanqi Cheng, Kaichuang Wang, Jiajia Zhou, Haoliang Wu",Journal of Building Engineering,2023,https://doi.org/10.1016/j.jobe.2023.106438,Concrete and brick mixed powder (RMP) and recycled glass powder (RGP) [Note: parameters belong to RMP and RGP as RCF/RCP equivalents],,"Waste clay brick, waste concrete, and waste glass",,"Crushing, ball milling, screening, and mixing",,"Ball milling time: 45 min; Sieve particle sizes: 0–75 µm, 75–150 µm, and 150–300 µm",,,,,,,,,,,,,,,,,,,,,,Figure 1,,,,,,,,,,,,,,,,Non-water absorption (for RGP),,,,,,,,,,,,,,,,,,,,,,,,Amorphous compound SiO2 (in RGP),,,,,,Amorphous compound SiO2 present in RGP,,Pozzolanic activity present,,,,,,"Cumulative hydration heat for binders (48 h): 204.99 (RGP0), 199.56 (RGP10), 198.77 (RGP20), 193.27 (RGP30)",J/g,,,"0%, 10%, 20%, 30% (by RGP)",%,30% (Optimum for flexural toughness/sustainability),%,"42.3 (RGP0)
42.2 (RGP10)
36.7 (RGP20)
32.4 (RGP30)
29.3 (Fibre1.25)
31.2 (Fibre1.5)
33.4 (Fibre1.75)
28.6 (FibreL6)
31.1 (FibreL12)
31.5 (≤75 µm)
29.4 (75-150 µm)
26.6 (150-300 µm)",MPa,-23.4% (From 10% to 30% RGP),%,,,-6.3% peak heat release (RGP30 vs RGP0),%,,,,,"14.56 (Row 1 value)
14.02 (Row 2 value)
12.40 (Row 3 value)
11.24 (Row 4 value)
9.09 (Row 5 value)
9.95 (Row 6 value)
10.96 (Row 7 value)
9.9 (Row 8 value)
9.92 (Row 9 value)
9.61 (Row 10 value)
7.64 (Row 11 value)",MPa,"-3.71% (RGP10 vs RGP0)
+41.21% (18mm vs 6mm fiber)",%,,,,
47,Investigation of Waste Perlite and Recycled Concrete Powders as Supplementary Cementitious Materials,"Amina Dacić, Olivér Fenyvesi, Katalin Kopecskó",Periodica Polytechnica Civil Engineering,2023,https://doi.org/10.3311/PPci.21593,Recycled concrete powder (RCP),,Recycled concrete aggregate / Construction and demolition concrete waste,,Crushing by jaw crusher and sieving,,Particles passing 63 µm sieve size were collected,µm,,,,,,,,,,,,,,,,,,,0.5,,"Passing [%]: 0.01 µm to 3 µm (~0%), 10 µm (~25%), 25.29 µm (50%), 63 µm (~87%), 200 µm (100%)",µm / %,,,25.29,µm,,,,,"Blaine: 351, LSA: 4328",m^2/kg / cm^2/cm^3,,,351,m^2/kg,,,2.50,,,,48.69,%,30.94,%,9.00,%,4.35,%,2.73,%,1.04,%,0.94,%,1.81,%,17.13,%,0.50,%,"Ettringite, Calcite, Gypsum, Dolomite, Portlandite, Muscovite, Quartz, Albite, Anorthite, Sanidine",,"Ca containing crystal phases (cement paste), Si containing phases / Quartz type aggregate, Calcite (CaCO3), Portlandite (Ca(OH)2)",,,,Hardly reactive / Filler material / Low pozzolanic activity,,,,"7 days: ~82%, 28 days: ~77% (RCP15) / 7 days: ~64%, 28 days: ~57% (RCP30) / 7 days: ~38%, 28 days: ~32% (RCP45)",%,,,,,"15, 30, 45",m%,15,%,"RCP15: 1d=9.0, 3d=23.3, 7d=35.5, 28d=48.0, 56d=59.0; RCP30: 1d=6.3, 3d=17.7, 7d=27.3, 28d=35.5, 56d=42.7; RCP45: 1d=3.5, 3d=9.7, 7d=16.2, 28d=19.8, 56d=34.0",MPa,"RCP15: 28d=77%, 56d=78%; RCP30: 28d=57%, 56d=57%; RCP45: 28d=32%, 56d=45%",%,,,,,,,,,"RCP15: 1d=2.4, 3d=4.5, 7d=6.0, 28d=6.6, 56d=7.4; RCP30: 1d=1.7, 3d=3.7, 7d=5.0, 28d=6.4, 56d=6.2; RCP45: 1d=1.1, 3d=2.5, 7d=3.5, 28d=4.2, 56d=5.5",MPa,RCP15: 28d=87%; RCP30: 28d=85%; RCP45: 28d=55%,%,,,,
48,Rheological and early hydration of cementitious material containing recycled concrete powders collected from recycled aggregates,"Xin Deng, Jun Li, Zhongyuan Lu, Junjin Zhang, Kai Luo, Yunhui Niu, Jun Hu, Kewen He",Construction and Building Materials,2023,https://doi.org/10.1016/j.conbuildmat.2023.132108,Recycled concrete powder (RCP: recycled coarse powder; RMP: recycled medium powder; RFP: recycled fine powder),,Waste concrete blocks / Construction and Demolition (C&D) waste,,"Crushing-stripping-screening of waste concrete blocks (jaw crusher followed by ball milling of aggregate >4.75 mm and sieving through 0.15 mm, 0.075 mm, and 0.045 mm sieves)",,Grinding duration of aggregate >4.75 mm: up to 7 min,min,,,,,,,,,,,,,,,,,,,"0.4, 0.5",,Figure 1,,RCP: 10.2; RMP: 2.85; RFP: 2.64,µm,RCP: 78.7; RMP: 23; RFP: 16,µm,RCP: 145; RMP: 73.6; RFP: 41.3,µm,,,,,RCP: 10.083; RMP: 11.723; RFP: 13.649,m²/g,,,,,RCP: 2.50; RMP: 2.50; RFP: 2.44,g/cm³,,,RCP: 42.15; RMP: 39.28; RFP: 36.97,wt%,RCP: 35.14; RMP: 37.39; RFP: 40.26,wt%,RCP: 9.37; RMP: 9.36; RFP: 9.51,wt%,RCP: 5.15; RMP: 5.33; RFP: 5.06,wt%,RCP: 1.77; RMP: 2.02; RFP: 1.91,wt%,RCP: 1.91; RMP: 1.88; RFP: 1.99,wt%,RCP: 1.24; RMP: 1.11; RFP: 1.09,wt%,RCP: 1.20; RMP: 1.29; RFP: 1.15,wt%,RCP: 11.37; RMP: 16.05; RFP: 18.68,wt%,,,"Quartz, Calcite, Portlandite, Thaumasite, Gismondine",,Calcite (mass loss between 600 °C to 800 °C): RCP: 6.03%; RMP: 8.72%; RFP: 10.39%,%,,,,,,,,,Cumulative heat release in 24 h for RFP30: ~235 J/g of cement; RMP30: ~230 J/g of cement; RCP30: ~200 J/g of cement,J/g of cement,,,"10, 20, 30",vol.%,10,vol.%,"24 h Mortar Strength (w/b = 0.5, sand/binder = 3):
C0: ~14.5
RFP10: ~15.2
RFP20: ~13.1
RFP30: ~10.2
RMP10: ~12.5
RMP20: ~11.8
RMP30: ~10.1
RCP10: ~12.3
RCP20: ~11.2
RCP30: ~9.8",MPa,,,,,24 h cumulative heat release for RFP30 increased by 23% compared with pure cement paste,%,,,,,"24 h Mortar Strength (w/b = 0.5, sand/binder = 3):
C0: ~3.8
RFP10: ~3.8
RFP20: ~3.4
RFP30: ~2.8
RMP10: ~3.5
RMP20: ~3.3
RMP30: ~2.8
RCP10: ~3.4
RCP20: ~3.2
RCP30: ~2.8",MPa,,,"7-day Drying Shrinkage (w/b = 0.5):
PC: ~650
RFP10: ~720
RMP10: ~820
RCP10: ~920",10^-6,,
49,Application and Texture of Ground RC as Supplementary Cementitious Material,"Ludwig Hertwig, Wladislaw Polienko, Constanze Reuter, Klaus Holschemacher","fib Symposium 2023, LNCE 349",2023,https://doi.org/10.1007/978-3-031-32519-9_104,Milled recycled concrete aggregates (RC) / Recycled concrete powder / Supplementary cementitious material (SCM),,"R1–R3: Commercially available recycling materials complying to type 1 as per DIN 4226-101 (coarse fraction d/D = 2/8 mm); R4–R6: Laboratory-produced concrete made with R1–R3, CEM II/A-LL 32.5R, w/c = 0.43, and natural sand (d/D = 0/2 mm), crushed after 28 days to yield coarse fraction d/D = 2/8 mm",,Jaw crusher BB200 followed by planetary ball mill Pulverisette 6,,Coarse fraction d/D = 2/8 mm; Mass per trial m = 150 g; Milling speed = 600 rpm; Milling duration t = 10 min,,,,,,,,,,,,Mechanical grinding / milling in planetary ball mill,,10,min,600,rpm,,,,,"Multi-peak particle distribution, wider distributed and coarser compared to limestone filler",,R1: 3; R2: 3; R3: 3; R4: 4; R5: 4; R6: 4,µm,R1: 20; R2: 20; R3: 21; R4: 25; R5: 31; R6: 26,µm,R1: 89; R2: 108; R3: 94; R4: 108; R5: 173; R6: 115,µm,,,R1: 299.8; R2: 292.1; R3: 231.7; R4: 193.3; R5: 189.7; R6: 201.0,m²/kg,,,,,,,,,R1: 2.70; R2: 2.71; R3: 2.71; R4: 2.74; R5: 2.73; R6: 2.72 (Skeleton density),g/cm³,,,,,,,,,,,,,,,,,R1: 16.84; R2: 5.71; R3: 5.87; R4: 5.33; R5: 10.91; R6: 11.29,wt%,,,,,,,,,SCMs act only as an inert filling material / inert filler,,,,,,,,,,"10, 20, 30",wt%,,,"R1: 47.2 (10%), 41.3 (20%), 34.2 (30%); R2: 43.4 (10%), 38.7 (20%), 31.5 (30%); R3: 44.1 (10%), 38.1 (20%), 33.9 (30%); R4: 39.0 (10%), 32.7 (20%), 26.7 (30%); R5: 40.8 (10%), 34.5 (20%), 28.2 (30%); R6: 43.7 (10%), 36.6 (20%), 30.4 (30%)",MPa,,,,,,,,,,,"R1: 8.4 (10%), 7.6 (20%), 7.0 (30%); R2: 7.8 (10%), 7.1 (20%), 6.6 (30%); R3: 8.2 (10%), 6.9 (20%), 6.9 (30%); R4: 7.4 (10%), 6.6 (20%), 5.8 (30%); R5: 7.2 (10%), 6.6 (20%), 6.0 (30%); R6: 7.9 (10%), 7.1 (20%), 5.9 (30%)",MPa,,,,,,
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,"Jeonghyun Kim, Nader Nciri, Alena Sicakova, Namho Kim",Construction and Building Materials,2023,https://doi.org/10.1016/j.conbuildmat.2023.132525,"Recycled Concrete Powder (RCP) / recycled concrete powders (RCPs) / RCP1, RCP2, RCP3",,"Multi-recycled coarse aggregate concrete / Repeatedly recycled coarse aggregate concrete (RAC1, RAC2, RAC3)",,"Primary crushing in a laboratory jaw crusher to produce RFA (< 4.75 mm), followed by milling in a Los Angeles ball mill and sieving (< 0.15 mm)",,Particle size fraction collected: < 0.15 mm,mm,,,,,,,,,,,,,,,,,,,0.484,,Graphically provided in Fig. 2,%,,,,,,,,,,,,,,,,,,,RCP1: 2.48; RCP2: 2.38; RCP3: 2.33,g/cm³,RCP1: 38.88; RCP2: 32.09; RCP3: 27.67,wt.%,RCP1: 36.19; RCP2: 44.50; RCP3: 50.24,wt.%,RCP1: 9.56; RCP2: 8.14; RCP3: 7.37,wt.%,RCP1: 8.21; RCP2: 8.56; RCP3: 8.38,wt.%,RCP1: 1.23; RCP2: 1.14; RCP3: 1.12,wt.%,RCP1: 1.23; RCP2: 1.35; RCP3: 1.40,wt.%,,,RCP1: 3.37; RCP2: 2.81; RCP3: 2.37,wt.%,,,"TiO2: RCP1: 0.87, RCP2: 0.89, RCP3: 0.88; Other: RCP1: 0.46, RCP2: 0.52, RCP3: 0.57",wt.%,"C-S-H gel, portlandite (C-H, Ca(OH)2), monosulfate (AFm), zeolite (CaAl2Si3O10·3H2O), larnite (Ca2SiO4), calcite (CaCO3), quartz (SiO2)",,,,,,,,,,,,,,,,"10%, 20%, 30%",%,10% to 20% (for drying shrinkage suppression); NULL for mechanical strength,%,RCPM1-10: 32.2; RCPM1-20: 29.5; RCPM1-30: 22.8; RCPM2-10: 29.5; RCPM2-20: 24.8; RCPM2-30: 22.4; RCPM3-10: 16.2; RCPM3-20: 15.4; RCPM3-30: 10.9,MPa,RCPM1-10: 93%; RCPM1-20: 85%; RCPM1-30: 66%; RCPM2-10: 85%; RCPM2-20: 71%; RCPM2-30: 65%; RCPM3-10: 47% (reported as -45% relative to RCPM2-10); RCPM3-20: 44%; RCPM3-30: 31%,%,,,,,,,,,RCPM1-10: 7.78; RCPM1-20: 7.11; RCPM1-30: 6.95; RCPM2-10: 6.95; RCPM2-20: 6.71; RCPM2-30: 6.23; RCPM3-10: 5.67; RCPM3-20: 4.15; RCPM3-30: 3.03,MPa,RCPM1-10: 97%; RCPM1-20: 89%; RCPM1-30: 87%; RCPM2-10: 87%; RCPM2-20: 84%; RCPM2-30: 78%; RCPM3-10: 71%; RCPM3-20: 52%; RCPM3-30: 38%,%,28-day drying shrinkage: Ref: ~0.088%; RCPM1-10: ~0.079%; RCPM1-20: ~0.083%; RCPM1-30: ~0.098%; RCPM2-10: ~0.081%; RCPM2-20: ~0.083%; RCPM2-30: ~0.098%; RCPM3-10: ~0.093%; RCPM3-20: ~0.096%; RCPM3-30: ~0.100%,%,RCPM1-10 and RCPM1-20: 6-10% lower than reference; RCPM3-10: ~5% higher than reference,%
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste","Jingzhe Li, Binggen Zhan, Peng Gao, Li Hu, Min Qiao, Huiling Sha, Qijun Yu",Construction and Building Materials,2023,10.1016/j.conbuildmat.2023.132899,Recycled concrete powders (RCPs: RCPI and RCPII),,Waste concretes from CFG piles in Beijing (RCPI) and reinforced concrete beams in Guangzhou (RCPII),,"Crushing, grinding, and air-separating",,Particle size < 75 µm,µm,,,,,,,,,,,,,,,,,,,0.45,,,,RCPI: 3.031; RCPII: 3.147,µm,RCPI: 13.134; RCPII: 13.026,µm,RCPI: 46.250; RCPII: 42.928,µm,,,,,RCPI: 11040; RCPII: 4480,m²/kg,,,RCPI: 12.85; RCPII: 8.25,%,,,RCPI: 2.40; RCPII: 2.44,g/cm³ (Table reported as Density kg/m³ with value 2.40 / 2.44 × 10³) / kg/m³,RCPI: 20.72; RCPII: 37.78,wt.%,RCPI: 52.16; RCPII: 32.92,wt.%,RCPI: 6.13; RCPII: 7.60,wt.%,RCPI: 7.53; RCPII: 5.20,wt.%,RCPI: 1.66; RCPII: 0.58,wt.%,RCPI: 1.28; RCPII: 1.16,wt.%,RCPI: 0.14; RCPII: 0.26,wt.%,RCPI: 2.09; RCPII: 6.72,wt.%,RCPI: 22.61; RCPII: 10.23,wt.%,"TiO₂: RCPI: 2.96, RCPII: 2.62; Others: RCPI: 5.33, RCPII: 5.16",wt.%,"Quartz, Calcite, Dolomite, Microcline, Albite, Cordierite, Biotite, Portlandite, Calcium silicate",,"Quartz (RCPI: 12.5%, RCPII: 28.8%), Calcite (RCPI: 7.3%, RCPII: 8.4%), Dolomite (RCPI: 22.0%, RCPII: 2.0%), Microcline (RCPI: 2.9%, RCPII: 16.8%), Albite (RCPI: 4.4%, RCPII: 17.6%), Cordierite (RCPI: 0.5%, RCPII: 0.0%), Biotite (RCPI: 0.4%, RCPII: 1.0%), Portlandite (RCPI: 0.4%, RCPII: 0.1%), Calcium silicate (RCPI: 0.5%, RCPII: 0.8%)",wt.%,RCPI: 49.6; RCPII: 24.6,wt.%,Low activity,,,,,,Cumulative hydration heat at 1d: Cement: 287.67 J/g; C/RCPI10: 280.13 J/g; C/RCPI20: 261.15 J/g; C/RCPI30: 250.77 J/g; C/RCPII10: 289.38 J/g; C/RCPII20: 266.71 J/g; C/RCPII30: 255.28 J/g,J/g,Second exothermic peak time: Cement: 13.72 h; C/RCPI10: 13.48 h; C/RCPI20: 13.05 h; C/RCPI30: 12.83 h; C/RCPII10: 13.60 h; C/RCPII20: 13.12 h; C/RCPII30: 12.73 h,h,"0%, 10%, 20%, 30%",wt.%,,,Cement: 12.00; C/RCPI10: 7.88; C/RCPI20: 6.84; C/RCPI30: 5.92; C/RCPII10: 10.98; C/RCPII20: 7.81; C/RCPII30: 5.94,MPa,C/RCPI10: 65.7%; C/RCPI20: 57.0%; C/RCPI30: 49.3%; C/RCPII10: 91.5%; C/RCPII20: 65.1%; C/RCPII30: 49.5%,%,,,,,Cement: 384; C/RCPI10: 379; C/RCPI20: 373; C/RCPI30: 365; C/RCPII10: 361; C/RCPII20: 353; C/RCPII30: 352,min,Cement: 678; C/RCPI10: 679; C/RCPI20: 667; C/RCPI30: 657; C/RCPII10: 665; C/RCPII20: 665; C/RCPII30: 645,min,,,,,,,,
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,"Yike Lin, Tingshu He, Yongqi Da, Renhe Yang, Danlin Zheng",Journal of Building Engineering,2023,https://doi.org/10.1016/j.jobe.2023.107994,Recycled micro-powders / regenerated micro powder,,Old cement mortar on recycled aggregate / waste concrete,,Ball milling,,Ball milling exclusively filled with recycled aggregate; aggregate dried at 105 °C,,,,,,,,,,,,Ball milling (collision of aggregate in ball mill),,Controlled by varying duration of ball mill action (exact duration not specified),,,,Surface adhesion to recycled aggregate via extrusion/collision,,0.35,,<10 µm: 36.86%; <45 µm: 75.13%,%,,,,,,,15.16,µm,,,,,,,"Loose and porous, water-absorbing (exact value not reported)",,,,,,48.82,%,27.08,%,11.76,%,3.50,%,3.04,%,0.71,%,1.62,%,2.59,%,0.88,%,SiO2 + CaO + Al2O3 + Fe2O3 = 91.16,%,"Quartz, limestone, anorthite, gismondine",,"Quartz, limestone, anorthite, gismondine",,,,Substantial pozzolanic activity,,,,28d: 68%; 56d: 76%,%,,,Mortar Compressive Strength: 28d: 33 MPa (approx); 56d: 38.5 MPa (approx),MPa,"5.5, 11, 16.5, 22",%,11,%,"FPAC2 (11% replacement, adhered): 28d = 44.75, 56d = 51.85",MPa,"FPAC2 (11% replacement, adhered): 28d: +3.66% (+17.58% vs RPAC); 56d: +7.28% (+16.23% vs RPAC)",%,,,,,,,,,,,,,,,,
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete","Zhiming Ma, Ruihan Hu, Pengpeng Yao, Changqing Wang",Journal of Building Engineering,2023,https://doi.org/10.1016/j.jobe.2023.106161,Active recycled powder (ARP) / Recycled powder,,"Adhered old mortar separated from concrete waste (parent concrete waste collected from demolition point in Yangzhou city, China)",,"Heat-mechanical synergistic treatment (heating concrete waste, ball milling to separate adhered mortar, and planetary ball milling to grind mortar into ARP)",,Particle size ≤ 150 μm,μm,Thermal treatment and mechanical grinding,,Target temperatures: 600 °C and 800 °C; cooling to room temperature; grinding in planetary ball mill,,,,600 ; 800,°C,2,h,Ball milling / Planetary ball milling,,30,min,,,,,0.50,,Particle size similar to cement (≤ 150 μm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SiO₂ (Quartz), C₂S, C₃S, CaO, CaCO₃ (only in ARP-600C)",,"Contains active calcium silicate (C₂S, C₃S), calcium oxide (CaO), and quartz (SiO₂)",,,,800 °C-separated ARP had greater reactivity than 600 °C-separated ARP,,,,,,,,ARP-800C contains higher content of active components (C₂S/C₃S and CaO) contributing to secondary hydration reaction,,10; 20; 30,%,10 (for ARP-800C),%,GRAPH-DERIVED,MPa,C-10ARP-800C is 3.7% greater than C-10ARP-600C; C-20ARP-800C is 5.1% greater than C-20ARP-600C; C-30ARP-800C is 6.1% greater than C-30ARP-600C,%,,,,,,,,,,,,,,,,
